session,group,type,channel,trial,latHi,latLo,latDiff,included
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,30,2460,2560,100,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,31,1908,1874,-34,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,32,1950,1866,-84,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,33,2776,2968,192,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,34,2948,3000,52,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,35,2564,2508,-56,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,36,2276,2182,-94,1
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,1,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,2,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,3,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,4,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,5,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,6,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,7,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,8,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,9,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,10,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,11,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,12,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,13,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,14,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,15,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,16,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,17,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,18,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,19,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,20,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,21,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,22,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,23,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,24,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,25,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,26,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,27,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,28,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,29,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,30,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,31,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,32,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,33,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,34,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,35,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,36,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,37,NaN,NaN,NaN,0
251030_Dupi_NMH_DB_1,DupiS1,Dupi,macBP1,38,NaN,NaN,NaN,0
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,1,1658,1746,88,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,2,2008,1918,-90,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,3,2894,2852,-42,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,4,1280,1202,-78,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,5,2540,2616,76,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,6,3000,3000,0,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,7,2788,2766,-22,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,8,1404,1464,60,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,9,2,202,200,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,10,1364,1400,36,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,11,3000,3000,0,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,12,2738,2766,28,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,13,1914,1992,78,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,14,1940,1780,-160,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,15,2534,2478,-56,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,16,2730,2760,30,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,17,708,650,-58,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,18,1272,1364,92,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,19,2082,2082,0,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,20,464,336,-128,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,21,826,678,-148,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,22,488,246,-242,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,23,2798,2852,54,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,24,1660,1652,-8,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,25,2690,2576,-114,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,26,1314,1364,50,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,27,1788,1866,78,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,28,2462,2434,-28,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,29,1408,1496,88,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,30,2554,2536,-18,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,31,1430,1434,4,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,32,2540,2592,52,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,33,486,564,78,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,34,336,404,68,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,35,1468,1536,68,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,36,2070,2124,54,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,37,1888,2048,160,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,38,2650,2652,2,1
250818_Dupi_NMH_JH_3,DupiS3,Dupi,macBP4,39,2708,2580,-128,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,1,628,642,14,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,2,42,96,54,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,3,72,122,50,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,4,1952,1960,8,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,5,1990,2002,11.9999999999998,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,6,382,388,6,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,7,1150,1160,10,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,8,1212,1246,34,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,9,1296,1294,-2,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,10,1382,1406,24,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,11,496,556,60,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,12,256,270,14,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,13,2698,2704,6,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,14,540,444,-96,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,15,624,654,30,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,16,700,712,12,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,17,2948,2976,28,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,18,2024,2014,-10.0000000000002,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,19,14,8,-6,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,20,2314,2322,8,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,21,1174,1168,-6,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,22,1246,1250,4,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,23,2122,2128,6,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,24,2190,2164,-26,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,25,442,446,4,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,26,466,474,8,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,27,1908,1930,22,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,28,470,462,-8,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,29,1486,1536,50,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,30,422,454,32,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,31,1422,1448,26,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,32,1210,1212,2,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,33,1220,1226,6,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,34,2236,2210,-26,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,35,546,546,0,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,36,2730,2746,16,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,37,2416,2396,-20,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,38,2578,2664,86,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,39,390,434,44,1
251120_Dupi_NMH_JL_1,DupiS1,Dupi,macBP1,40,1968,1974,6,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,1,980,1056,76,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,2,1066,1186,120,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,3,1334,1134,-200,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,4,2306,2452,146,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,5,178,92,-86,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,6,2520,2728,208,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,7,2662,2724,62,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,8,1982,1900,-82,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,9,1472,1488,16,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,10,2988,2922,-66,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,11,214,172,-42,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,12,2,84,82,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,13,1736,1724,-12,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,14,2834,2754,-80,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,15,2924,2852,-72,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,16,2328,2328,0,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,17,1226,1280,54,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,18,1812,1724,-88,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,19,1610,1778,168,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,20,2902,2840,-62,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,21,2764,2832,68,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,22,2968,2992,24,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,23,2026,1956,-69.9999999999998,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,24,2864,2780,-84,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,25,1706,1812,106,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,26,1912,1828,-84,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,27,948,904,-44,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,28,56,2,-54,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,29,1644,1680,36,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,30,1668,1666,-2,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,31,1502,1628,126,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,32,2076,2038,-38.0000000000002,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,33,3000,3000,0,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,34,2172,2136,-36,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,35,2446,2192,-254,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,36,2372,2418,46,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,37,6,2,-4,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,38,2430,2340,-90,1
251110_Dupi_NMH_PC_2,DupiS2,Dupi,macBP1,39,1670,1462,-208,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,1,1432,1456,24,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,2,1668,1760,92,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,3,2396,2364,-32,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,4,1878,1862,-16,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,5,2664,2624,-40,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,6,2564,2564,0,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,7,1206,1412,206,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,8,872,864,-8,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,9,1688,1034,-654,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,10,1034,1120,86,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,11,1116,1100,-16,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,12,1680,1558,-122,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,13,1010,1018,8,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,14,1122,1174,52,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,15,2434,2358,-76,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,16,2550,2606,56,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,17,2156,2238,82,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,18,1886,1810,-76,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,19,800,756,-44,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,20,2198,2326,128,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,21,1022,1042,20,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,22,124,2,-122,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,23,2614,2524,-90,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,24,634,736,102,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,25,1024,1024,0,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,26,1684,1860,176,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,27,532,532,0,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,28,1586,1480,-106,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,29,692,782,90,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,30,1350,1558,208,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,31,1722,1624,-98,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,32,1674,1718,44,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,33,686,736,50,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,34,1742,1834,92,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,35,2432,2658,226,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,36,960,1010,50,1
251030_Dupi_NMH_DB_2,DupiS2,Dupi,macBP2,37,2632,2622,-10,1
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,1,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,2,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,3,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,4,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,5,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,6,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,7,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,8,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,9,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,10,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,11,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,12,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,13,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,14,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,15,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,16,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,17,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,18,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,19,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,20,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,21,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,22,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,23,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,24,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,25,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,26,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,27,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,28,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,29,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,30,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,31,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,32,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,33,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,34,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,35,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,36,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,37,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,38,NaN,NaN,NaN,0
251120_Dupi_NMH_JL_2,DupiS2,Dupi,macBP1,39,NaN,NaN,NaN,0
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,1,388,396,8,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,2,2284,2322,38,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,3,2024,2022,-2.00000000000023,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,4,408,434,26,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,5,2922,2920,-2,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,6,378,386,8,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,7,1922,1952,30,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,8,708,692,-16,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,9,324,330,6,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,10,386,386,0,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,11,2594,2594,0,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,12,294,316,22,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,13,2,2,0,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,14,514,580,66,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,15,404,448,44,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,16,238,224,-14,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,17,1000,908,-92,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,18,2964,3000,36,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,19,2358,2330,-28,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,20,2318,2330,12,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,21,1070,1064,-6,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,22,152,118,-34,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,23,1754,1502,-252,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,24,2466,2466,0,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,25,2696,2684,-12,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,26,2722,2680,-42,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,27,928,1004,76,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,28,856,768,-88,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,29,1092,1068,-24,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,30,2326,2326,0,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,31,18,34,16,1
250811_Dupi_NMH_TB_3,DupiS3,Dupi,macBP1,32,2254,2250,-4,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,1,1408,1516,108,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,2,644,678,34,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,3,1522,1610,88,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,4,2868,2864,-4,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,5,3000,2888,-112,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,6,264,264,0,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,7,1894,1894,0,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,8,318,312,-6,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,9,270,270,0,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,10,1384,1274,-110,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,11,3000,2832,-168,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,12,1884,1902,18,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,13,748,694,-54,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,14,378,430,52,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,15,650,696,46,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,16,2050,2002,-48.0000000000002,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,17,990,968,-22,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,18,2114,2146,32,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,19,420,220,-200,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,20,78,94,16,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,21,230,448,218,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,22,2388,2410,22,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,23,354,544,190,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,24,2470,2514,44,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,25,2,48,46,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,26,2692,2574,-118,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,27,2096,2044,-52,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,28,2092,2038,-54.0000000000002,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,29,800,842,42,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,30,1532,1552,20,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,31,108,124,16,1
250929_Dupi_NMH_GH_3,DupiS3,Dupi,macBP3,32,2374,2390,16,1
